1,11,8,2,1,,371,3,10,1,4
2,2,20,2,0,,372,4,0,1,3
3,21,6,0,2,,373,6,2,5,3
4,22,5,0,3,,374,21,12,0,4
5,12,16,1,2,,375,8,5,0,0
6,17,3,2,0,,376,9,19,2,0
7,19,7,2,2,,377,11,20,0,2
8,0,10,0,2,,378,15,22,1,1
9,9,18,4,0,,379,16,7,2,2
10,15,4,0,0,,380,17,18,1,4
11,20,12,0,0,,360,11,5,1,1
12,5,0,3,2,,361,7,4,2,0
13,7,15,2,1,,362,2,16,1,0
14,8,19,2,0,,363,20,6,2,3
15,16,21,3,1,,364,12,9,2,3
16,18,2,1,2,,365,18,15,3,0
17,3,11,3,2,,366,19,21,1,0
18,4,17,1,3,,367,0,3,1,1
19,10,22,6,1,,368,5,17,3,0
20,6,9,0,2,,369,22,11,1,1
21,0,18,3,1,,341,18,8,2,2
22,2,7,2,2,,342,19,3,0,0
23,22,20,0,0,,343,0,6,2,3
24,9,3,1,0,,344,20,9,0,2
25,15,8,1,2,,345,7,11,4,0
26,19,10,1,1,,346,5,4,2,2
27,21,4,4,2,,347,16,3,1,0
28,12,5,1,2,,348,17,15,1,1
29,17,6,2,1,,349,11,10,0,2
30,11,16,0,3,,350,19,0,3,1
31,3,21,2,2,,351,9,22,5,0
32,5,2,2,0,,352,3,12,1,1
33,6,15,0,2,,353,6,7,0,0
34,7,22,1,1,,354,21,20,1,0
35,8,9,1,2,,355,15,2,3,3
36,10,12,2,1,,356,16,18,0,1
37,18,19,0,1,,357,17,19,1,2
38,4,11,0,2,,358,4,10,0,1
39,20,0,2,3,,359,8,0,3,0
40,17,16,2,1,,360,11,5,1,1
41,2,8,4,2,,,,,,
42,5,20,4,1,,,,,,
43,22,6,0,1,,,,,,
44,10,21,3,0,,,,,,
45,12,0,1,2,,,,,,
46,16,9,1,2,,,,,,
47,17,11,1,2,,,,,,
48,7,18,1,3,,,,,,
49,19,4,1,0,,,,,,
50,15,3,2,2,,,,,,
51,3,16,1,2,,,,,,
52,4,2,4,0,,,,,,
53,20,10,0,5,,,,,,
54,6,12,0,0,,,,,,
55,21,17,1,1,,,,,,
56,8,22,3,1,,,,,,
57,9,15,3,0,,,,,,
58,11,19,1,1,,,,,,
59,0,7,2,0,,,,,,
60,18,5,0,0,,,,,,
61,0,17,2,0,,,,,,
62,5,9,1,1,,,,,,
63,7,21,3,0,,,,,,
64,22,16,0,2,,,,,,
65,10,3,2,0,,,,,,
66,12,8,0,2,,,,,,
67,18,11,3,1,,,,,,
68,19,15,2,0,,,,,,
69,20,4,1,2,,,,,,
70,2,6,2,1,,,,,,
71,3,18,1,0,,,,,,
72,4,22,1,1,,,,,,
73,6,19,0,1,,,,,,
74,8,7,1,2,,,,,,
75,11,12,3,2,,,,,,
76,16,20,1,0,,,,,,
77,17,2,0,4,,,,,,
78,21,0,1,5,,,,,,
79,9,10,0,0,,,,,,
80,15,5,0,3,,,,,,
81,2,15,0,0,,,,,,
82,20,21,4,2,,,,,,
83,5,11,2,2,,,,,,
84,22,9,0,1,,,,,,
85,10,4,5,0,,,,,,
86,12,3,0,1,,,,,,
87,18,16,0,1,,,,,,
88,19,17,0,2,,,,,,
89,7,6,2,0,,,,,,
90,0,8,3,1,,,,,,
91,3,19,1,0,,,,,,
92,21,2,0,3,,,,,,
93,8,18,1,1,,,,,,
94,9,20,4,1,,,,,,
95,15,12,0,0,,,,,,
96,17,22,3,0,,,,,,
97,4,5,0,4,,,,,,
98,6,0,2,2,,,,,,
99,11,7,2,1,,,,,,
100,16,10,0,1,,,,,,
101,0,9,1,1,,,,,,
102,2,11,1,2,,,,,,
103,20,8,0,1,,,,,,
104,7,3,3,1,,,,,,
105,12,17,1,0,,,,,,
106,18,4,4,2,,,,,,
107,19,16,2,3,,,,,,
108,5,6,3,1,,,,,,
109,10,15,6,1,,,,,,
110,22,21,1,0,,,,,,
111,20,3,2,1,,,,,,
112,6,16,0,1,,,,,,
113,22,18,1,1,,,,,,
114,8,4,0,0,,,,,,
115,12,2,2,1,,,,,,
116,15,17,1,1,,,,,,
117,0,19,1,1,,,,,,
118,5,7,0,0,,,,,,
119,9,21,2,0,,,,,,
120,10,11,3,1,,,,,,
121,3,8,1,1,,,,,,
122,7,20,1,0,,,,,,
123,21,15,3,2,,,,,,
124,11,6,0,0,,,,,,
125,16,5,3,1,,,,,,
126,17,9,0,3,,,,,,
127,18,10,0,4,,,,,,
128,2,0,1,2,,,,,,
129,19,22,0,2,,,,,,
130,4,12,1,2,,,,,,
131,20,19,2,1,,,,,,
132,6,4,2,0,,,,,,
133,22,3,1,2,,,,,,
134,8,17,2,0,,,,,,
135,10,2,3,1,,,,,,
136,12,18,0,3,,,,,,
137,15,11,2,2,,,,,,
138,0,16,4,2,,,,,,
139,5,21,2,0,,,,,,
140,9,7,1,0,,,,,,
141,2,22,2,1,,,,,,
142,3,6,3,1,,,,,,
143,17,10,1,2,,,,,,
144,18,20,3,1,,,,,,
145,4,9,1,3,,,,,,
146,7,12,1,1,,,,,,
147,21,8,1,1,,,,,,
148,11,0,2,2,,,,,,
149,16,15,3,1,,,,,,
150,19,5,2,1,,,,,,
151,0,22,1,0,,,,,,
152,2,9,0,4,,,,,,
153,4,3,1,0,,,,,,
154,20,15,1,0,,,,,,
155,5,10,2,0,,,,,,
156,8,16,0,2,,,,,,
157,11,21,4,1,,,,,,
158,18,6,3,2,,,,,,
159,12,19,1,2,,,,,,
160,7,17,2,2,,,,,,
161,6,8,1,0,,,,,,
162,21,18,0,2,,,,,,
163,22,12,0,1,,,,,,
164,10,7,3,1,,,,,,
165,16,4,1,0,,,,,,
166,17,20,3,2,,,,,,
167,19,2,2,0,,,,,,
168,3,5,1,2,,,,,,
169,9,11,3,1,,,,,,
170,15,0,3,2,,,,,,
171,19,9,0,2,,,,,,
172,0,4,3,1,,,,,,
173,2,3,2,0,,,,,,
174,20,11,1,5,,,,,,
175,5,8,0,1,,,,,,
176,22,15,1,3,,,,,,
177,10,6,2,3,,,,,,
178,12,21,0,0,,,,,,
179,18,17,0,2,,,,,,
180,7,16,2,6,,,,,,
181,3,0,1,1,,,,,,
182,4,7,1,5,,,,,,
183,6,20,0,0,,,,,,
184,21,19,1,1,,,,,,
185,8,10,2,1,,,,,,
186,9,12,4,0,,,,,,
187,11,22,3,1,,,,,,
188,16,2,5,0,,,,,,
189,17,5,1,2,,,,,,
190,15,18,1,2,,,,,,
191,3,7,1,0,,,,,,
192,21,22,1,0,,,,,,
193,8,20,0,1,,,,,,
194,9,0,5,1,,,,,,
195,16,19,1,3,,,,,,
196,17,12,1,1,,,,,,
197,4,18,2,0,,,,,,
198,6,5,0,1,,,,,,
199,11,2,4,1,,,,,,
200,15,10,1,3,,,,,,
201,0,21,4,1,,,,,,
202,20,16,0,3,,,,,,
203,7,8,0,1,,,,,,
204,2,17,3,3,,,,,,
205,5,15,0,0,,,,,,
206,22,4,1,2,,,,,,
207,12,11,0,2,,,,,,
208,18,3,2,2,,,,,,
209,19,6,0,2,,,,,,
210,10,9,2,1,,,,,,
211,3,9,0,1,,,,,,
212,4,21,2,1,,,,,,
213,20,22,0,0,,,,,,
214,5,12,2,1,,,,,,
215,6,17,1,2,,,,,,
216,8,15,1,2,,,,,,
217,18,0,1,0,,,,,,
218,7,2,2,0,,,,,,
219,16,11,0,1,,,,,,
220,10,19,3,0,,,,,,
221,0,5,2,0,,,,,,
222,2,18,2,0,,,,,,
223,9,6,4,3,,,,,,
224,11,3,2,1,,,,,,
225,12,20,3,0,,,,,,
226,15,7,2,1,,,,,,
227,17,4,0,0,,,,,,
228,19,8,4,3,,,,,,
229,21,16,1,2,,,,,,
230,22,10,0,3,,,,,,
231,0,20,2,1,,,,,,
232,21,3,4,2,,,,,,
233,22,7,0,1,,,,,,
234,11,4,2,2,,,,,,
235,12,10,2,1,,,,,,
236,19,18,3,0,,,,,,
237,2,5,4,0,,,,,,
238,9,8,1,1,,,,,,
239,15,6,1,1,,,,,,
240,16,17,2,1,,,,,,
241,3,17,0,0,,,,,,
242,4,15,1,1,,,,,,
243,20,2,2,0,,,,,,
244,5,22,5,0,,,,,,
245,6,21,2,0,,,,,,
246,7,19,1,3,,,,,,
247,16,12,1,0,,,,,,
248,8,11,0,1,,,,,,
249,10,0,3,1,,,,,,
250,18,9,1,1,,,,,,
251,7,10,0,2,,,,,,
252,3,4,1,3,,,,,,
253,6,18,1,1,,,,,,
254,21,11,0,3,,,,,,
255,22,0,1,2,,,,,,
256,9,2,3,0,,,,,,
257,15,20,1,2,,,,,,
258,17,7,1,0,,,,,,
259,10,5,6,0,,,,,,
260,16,8,3,1,,,,,,
261,19,12,1,1,,,,,,
262,20,17,1,5,,,,,,
263,18,21,3,1,,,,,,
264,2,19,1,1,,,,,,
265,4,16,2,1,,,,,,
266,8,6,1,4,,,,,,
267,12,22,2,0,,,,,,
268,0,15,2,0,,,,,,
269,11,9,0,0,,,,,,
270,20,7,0,3,,,,,,
271,22,19,1,0,,,,,,
272,8,3,2,1,,,,,,
273,12,4,2,0,,,,,,
274,0,2,5,1,,,,,,
275,5,16,2,0,,,,,,
276,6,11,1,3,,,,,,
277,9,17,5,0,,,,,,
278,10,18,1,0,,,,,,
279,15,21,2,0,,,,,,
280,2,10,0,1,,,,,,
281,3,22,1,0,,,,,,
282,4,6,1,3,,,,,,
283,11,15,3,2,,,,,,
284,16,0,1,1,,,,,,
285,18,12,2,0,,,,,,
286,19,20,2,0,,,,,,
287,7,9,0,0,,,,,,
288,21,5,1,2,,,,,,
289,17,8,2,1,,,,,,
290,20,18,2,0,,,,,,
291,6,3,1,2,,,,,,
292,22,2,0,2,,,,,,
293,8,21,3,1,,,,,,
294,10,17,3,1,,,,,,
295,12,7,3,2,,,,,,
296,15,16,2,1,,,,,,
297,0,11,2,0,,,,,,
298,5,19,1,1,,,,,,
299,9,4,4,2,,,,,,
300,2,12,2,2,,,,,,
301,4,8,1,2,,,,,,
302,18,22,4,3,,,,,,
303,7,5,2,0,,,,,,
304,21,9,1,2,,,,,,
305,3,15,0,1,,,,,,
306,4,19,2,0,,,,,,
307,6,22,2,0,,,,,,
308,21,10,0,2,,,,,,
309,8,2,2,0,,,,,,
310,11,17,2,1,,,,,,
311,18,7,0,2,,,,,,
312,20,5,1,2,,,,,,
313,9,16,2,1,,,,,,
314,0,12,2,0,,,,,,
315,17,21,4,1,,,,,,
316,19,11,2,1,,,,,,
317,5,3,3,0,,,,,,
318,10,20,2,0,,,,,,
319,16,6,2,0,,,,,,
320,15,9,1,3,,,,,,
321,2,4,1,3,,,,,,
322,22,8,1,4,,,,,,
323,12,6,0,1,,,,,,
324,7,0,1,0,,,,,,
325,5,18,2,0,,,,,,
326,8,12,0,1,,,,,,
327,3,2,0,5,,,,,,
328,4,20,2,0,,,,,,
329,21,7,2,0,,,,,,
330,11,18,2,1,,,,,,
331,15,19,3,1,,,,,,
332,16,22,4,0,,,,,,
333,6,10,1,3,,,,,,
334,9,5,2,0,,,,,,
335,17,0,0,1,,,,,,
336,3,20,0,2,,,,,,
337,2,21,0,1,,,,,,
338,22,17,1,2,,,,,,
339,10,16,1,0,,,,,,
340,12,15,3,1,,,,,,
341,18,8,2,2,,,,,,
342,19,3,0,0,,,,,,
343,0,6,2,3,,,,,,
344,20,9,0,2,,,,,,
345,7,11,4,0,,,,,,
346,5,4,2,2,,,,,,
347,16,3,1,0,,,,,,
348,17,15,1,1,,,,,,
349,11,10,0,2,,,,,,
350,19,0,3,1,,,,,,
351,9,22,5,0,,,,,,
352,3,12,1,1,,,,,,
353,6,7,0,0,,,,,,
354,21,20,1,0,,,,,,
355,15,2,3,3,,,,,,
356,16,18,0,1,,,,,,
357,17,19,1,2,,,,,,
358,4,10,0,1,,,,,,
359,8,0,3,0,,,,,,
360,11,5,1,1,,,,,,
361,7,4,2,0,,,,,,
362,2,16,1,0,,,,,,
363,20,6,2,3,,,,,,
364,12,9,2,3,,,,,,
365,18,15,3,0,,,,,,
366,19,21,1,0,,,,,,
367,0,3,1,1,,,,,,
368,5,17,3,0,,,,,,
369,22,11,1,1,,,,,,
370,10,8,1,0,,,,,,
371,3,10,1,4,,,,,,
372,4,0,1,3,,,,,,
373,6,2,5,3,,,,,,
374,21,12,0,4,,,,,,
375,8,5,0,0,,,,,,
376,9,19,2,0,,,,,,
377,11,20,0,2,,,,,,
378,15,22,1,1,,,,,,
379,16,7,2,2,,,,,,
380,17,18,1,4,,,,,,
